"shop_id","url","company","company_cn","company_address","country","province_o","city_o","address","zip","contact_people","sales_money","sales","company_type","keep_time","province","city","county","category_id","category_name","category_id_new","category_name_new"
nobleyapi.trustpass,https://nobleyapi.trustpass.alibaba.com/contactinfo.html,Noble Yapi Ve Yapi Malzemeleri Sanayi Ticaret Limited Sirketi,"",Osman Kavuncu Cad. No:92/A， Kayseri， Turkey,Turkey,"",Kayseri,"","38050",Mr. harun kopan,"","",Trading Company,"7","","","",,,,杂货和美食
mdsdisplaylimited.en,https://mdsdisplaylimited.en.alibaba.com/contactinfo.html,Shenzhen Mds Display Limited,深圳早早显示器有限公司,"2017， Shop 4， Bangkai Science And Technology Industrial Park， South Of Sightseeing Road And West Of ",China,"",Shenzhen,"","518107",Ms. Agnes Li,"1500000","52",Trading Company,"8",广东省,深圳市,光明区,,,,电脑办公
elanwell.en,https://elanwell.en.alibaba.com/contactinfo.html,EASTERN PURE INDUSTRIAL CO.， LTD.,"","6/f， No. 5， Ln. 454， Zhongzheng Rd.， Yonghe Dist.， Taiwan， China",Taiwan， China,"",New Taipei City,"","23455",Mr. Kevin Huang,"2000","5",Manufacturer,"5","","","",,,,园艺用品
lungfa.en,https://lungfa.en.alibaba.com/contactinfo.html,LUNG FA SPORTS INDUSTRIAL CO.， LTD.,"",No. 3-6， Taiping Rd.， Sha Lu Dist.， Taiwan， China,Taiwan， China,"",Taichung City,"","433",Mr. Jackie Huang,"10000","5",Manufacturer， Trading Company,"16","","","",,,,服饰鞋包
egoeeinox.en,https://egoeeinox.en.alibaba.com/contactinfo.html,Foshan Egoee Stainless Steel Products Limited,佛山市一高金属制品有限公司,No. 3-6， Qiangshi Road， North Zone Of Nanhai Economic Development Zone， Shishan Town， Foshan， Guangd,China,"",foshan ,"","528200",Ms. Nicole Tang,"5000","6",Manufacturer， Trading Company,"3",广东省,佛山市,南海区,,,,家居家装
lchhydraulic.en,https://lchhydraulic.en.alibaba.com/contactinfo.html,LCH Precision Technology Co.， Ltd,"",No. 1， Aly. 13， Ln. 326， Pengyi Rd.， Taiping Dist.， Taiwan， China,Taiwan， China,"",Taichung,"","41280",Ms. Wei Weng,"8000","15",Manufacturer,"11","","","",,,,工业耗材
advancegroupcn.en,https://advancegroupcn.en.alibaba.com/contactinfo.html,Guangzhou Advance Construction Material Co.， Ltd.,广州市安喆建材有限公司,"106 Fengze East Road， Guangzhou， Guangdong， China",China,"",Guangzhou,"","",Mr. Michael Zhang,"490000","96",Manufacturer， Trading Company,"8",广东省,广州市,南沙区,,,,家居家装
lano-vision.en,https://lano-vision.en.alibaba.com/contactinfo.html,Lano Photonics Co.， Ltd.,长春市蓝奥光电子有限公司,No. 1188， Ruipeng Road， Changchun， Jilin， China,China,"",jilin,"","130000",Ms. Jasmine LI,"9000","9",Trading Company,"4",吉林省,长春市,宽城区,3,电子产品,3,电子产品
gemviehat.en,https://gemviehat.en.alibaba.com/contactinfo.html,Yiwu Jimao Electronic Technology Co.， Ltd.,义乌市吉茂电子科技有限公司,No. 293-297， Yangcun Road， Choujiang Economic Development Zone， Jinhua， Zhejiang， China,China,"",Yiwu,"","",Mr. Rick Lee,"30","1",Trading Company,"2",浙江省,金华市,义乌市,,,,服饰鞋包
validity.en,https://validity.en.alibaba.com/contactinfo.html,Chongqing Vast Auto Parts Co.， Ltd.,重庆万斯特汽车零部件有限公司,No. 222-34， Shixin Road， Chongqing， China,China,"",chongqing,"","401123",Ms. Nancy Jiang,"","",Manufacturer， Trading Company,"5",重庆市,重庆市,武隆区,,,,汽车配件
dynamicdefense01.trustpass,https://dynamicdefense01.trustpass.alibaba.com/contactinfo.html,DYNAMIC DEFENSE SOLUTIONS FZE,"",Ajman Free Zone， Ajman， United Arab Emirates,United Arab Emirates,"",Ajman,"","14413",Mr. Jawad Naseer,"","",Trading Company,"3","","","",,,,汽车配件
adtent88.en,https://adtent88.en.alibaba.com/contactinfo.html,Foshan Aodong Tent Co.， Ltd.,佛山市奥动帐篷有限公司,Building 2， Xueweiqian， Daqiaonan， Sanjia Development Zone， Jinsha， Danzao Town， Foshan， Guangdong， ,China,"",Foshan,"","528223",Ms. Amy Liu,"250000","43",Manufacturer， Trading Company,"3",广东省,佛山市,南海区,16,运动户外,16,园艺用品
kalifores.en,https://kalifores.en.alibaba.com/contactinfo.html,KALI FORES INC.,"","11th Fl， No.93， Sec 4th， Nan King East Road， Taipei， Taiwan， R.o.c.， Taiwan， China",Taiwan， China,"",Daan District,"","106",Mr. ZONG FU YU,"","",Trading Company， Agent， Distributor\/Wholesaler,"2","","","",,,,杂货和美食
rockent.en,https://rockent.en.alibaba.com/contactinfo.html,ROCK ENTERPRISE CO.， LIMITED,"",Flat 703c， 7/f， Lai Cheong Factory Building， 479-479a Castle Peak Road， Cheung Sha Wan， Kowloon， Hon,Hong Kong S.A.R.,"",Kowloon,"","",Mr. Mark CHOW,"","",Trading Company,"11","","","",,,,电子产品
smael2.en,https://smael2.en.alibaba.com/contactinfo.html,Guangzhou SMAEL Watch Co.， Ltd.,广州斯麦尔表业有限公司,Room 801，Jiatianming Watch Square，NO.86 Guangyuan West Road， guangzhou， guangdong， China,China,"",Guangdong Guangzhou,"","",Mr. Andy Hou,"900","14",Manufacturer， Trading Company,"3",广东省,广州市,越秀区,4,服饰鞋包,4,服饰鞋包
beautytouch.en,https://beautytouch.en.alibaba.com/contactinfo.html,BEAUTY TOUCH COMPANY LTD.,"","15/f-1， No. 166， Sec. 2， Jilung Rd.， Taiwan， China",Taiwan， China,"",Taipei,"","106",Ms. Joyce Liao,"","",Manufacturer， Trading Company,"4","","","",,,,家居家装
yifly.en,https://yifly.en.alibaba.com/contactinfo.html,Dongguan Yifei Hardware Technology Co.， Ltd.,东莞市易飞五金科技有限公司,Room 105， No. 242 Tongfu Road， Fenggang Town， Dongguan， Guangdong， China,China,"",dongguan,"","523705",Mr. The light yellow,"6000","31",Manufacturer,"2",广东省,东莞市,-,4,服饰鞋包,3,工业耗材
uniform-standard.en,https://uniform-standard.en.alibaba.com/contactinfo.html,iGift Company Limited,"",G/f， 50 Yu Chau Street， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Kowloon,"","",Mr. Edith Chui,"20000","37",Manufacturer， Trading Company,"12","","","",,,,服饰鞋包
yeoucherng.en,https://yeoucherng.en.alibaba.com/contactinfo.html,YEOU CHERNG PLASTICS INDUSTRY CO.， LTD.,"",No. 20， Gong Chiu Rd.， Fang Woan Shiang， Taiwan， China,Taiwan， China,"",Changhua Shiang,"","528",Ms. Julia Hung,"5000","10",Manufacturer,"6","","","",,,,服饰鞋包
hongxuanhardwares.en,https://hongxuanhardwares.en.alibaba.com/contactinfo.html,KAM PING HONG,"",G/f，457 Shangai Street，mong Kok Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",hong kong,"","",Mr. jack poon,"20000","5",Manufacturer， Agent， Distributor\/Wholesaler,"2","","","",,,,工艺美术
ayintex.en,https://ayintex.en.alibaba.com/contactinfo.html,Jiangxi Kalaiben Textile Technology Co.， Ltd.,江西卡莱本纺织科技有限公司,Baozhou Road， Quanzhou， Fujian， China,China,"",QUANZHOU CITY,"","362000",Mr. dennis deng,"10000","10",Manufacturer， Trading Company,"6",江西省,抚州市,南城县,,,,服饰鞋包
vn19016410853jibl.trustpass,https://vn19016410853jibl.trustpass.alibaba.com/contactinfo.html,YESUN VIET NAM COMPANY LIMITED,"",Thuan Thanh， Bac Ninh， Vietnam,Vietnam,"",Bac Ninh ,"","",Ms. YESUN VIETNAM,"","",Manufacturer,"2","","","",,,,工业耗材
vanttex.en,https://vanttex.en.alibaba.com/contactinfo.html,VANTTEX INTERNATIONAL CO.， LTD.,"","8/f， No. 18， Alley 32， Lane 245， Sec. 4， Bade Road， Taiwan， China",Taiwan， China,"",Taipei City,"","",Ms. Ling Mia,"10000","14",Manufacturer， Trading Company,"4","","","",,,,家居家装
nguyenphan2007.trustpass,https://nguyenphan2007.trustpass.alibaba.com/contactinfo.html,NGUYEN PHAN COMPANY LIMITED,"","36/178 Nguyen Luong Bang Street， Quang Trung Ward， Dong Da District， Ha Noi， Vietnam",Vietnam,"",Hanoi,"","",Ms. Nga Phan,"","",Manufacturer， Trading Company,"12","","","",,,,
chuandai.en,https://chuandai.en.alibaba.com/contactinfo.html,CHUAN DAI ENTERPRISE CO.， LTD.,"",No. 1-170， Lunziding， Xinhua Dist.， Taiwan， China,Taiwan， China,"",Tainan,"","71244",Ms. Joey Chen,"","",Manufacturer， Trading Company， Other,"11","","","",,,,杂货和美食
hlwtechnology.en,https://hlwtechnology.en.alibaba.com/contactinfo.html,Guangzhou Hu Luwa Technology Co.， Ltd.,广州葫芦娃科技有限公司,Floor 4， Building A-3b， Huachuang Industrial Park， No. 2， 4th Environmental Protection Road， Xintang,China,"",	guangzhou,"","",Mr. shuai guo,"10000","45",Manufacturer， Trading Company,"4",广东省,广州市,增城区,3,电子产品,3,玩具娱乐
szpowerstarhome.en,https://szpowerstarhome.en.alibaba.com/contactinfo.html,Shenzhen Powerstar Industry Limited Company,深圳谱达实业有限公司,"417， Building 5， CoFCO Yunjing Plaza， Heshuikou Community， Matian Street， Guangming District， Shenzh",China,"",Shenzhen,"","518052",Mr. Dennis Yao,"","",Manufacturer， Trading Company,"3",广东省,深圳市,光明区,,,,工业耗材
aidata.en,https://aidata.en.alibaba.com/contactinfo.html,AIDATA CORP. LTD.,"","19/f-3， No. 79， Sec. 1， Hsin Tai 5th Rd.， Hsi-Chih Dist.， Taiwan， China",Taiwan， China,"",New Taipei City,"","221",Ms. Ring Lu,"3000","20",Manufacturer,"10","","","",,,,电脑办公
chdcc.en,https://chdcc.en.alibaba.com/contactinfo.html,CHANGHUA DIECASTING INDUSTRIES CO.， LTD.,"",No. 33-8， Lianfang， Dounan Township， Yunlin County 630048， Taiwan (r.o.c.)， Taiwan， China,Taiwan， China,"",Yun Lin,"","",Ms. Angie Chien,"","",Manufacturer,"1","","","",,,,家居家装
yl-trading.en,https://yl-trading.en.alibaba.com/contactinfo.html,YOLEN Trading CO.， LTD.,"",No. 103， Songzhu N. Rd.， Beitun Dist.， Taichung City， Taiwan， China,Taiwan， China,"",Taichung City,"","406",Ms. Judy LEE,"1000","2",Trading Company,"3","","","",,,,工业耗材
jia-xinprint.en,https://jia-xinprint.en.alibaba.com/contactinfo.html,JIA XIN PRINT CO.， LTD.,"",No.8，ln.32，dahe St.，xitun Dist.，taichung City 407039，taiwan(r.o.c)， Taiwan， China,Taiwan， China,"",Taichung City ,"","407039",Ms. Jia Xin,"1000","2",Manufacturer， Trading Company,"3","","","",,,,手工制作
guanhaotw.en,https://guanhaotw.en.alibaba.com/contactinfo.html,GUANHAO HARDWARE TOOLS CO.， LTD.,"","1/f， No. 868， Daozhou Rd.， Hemei Township， Taiwan， China",Taiwan， China,"",CHANGHUA COUNTY,"","50853",Mr. HSIEH Nick,"","",Manufacturer， Trading Company,"4","","","",,,,家居家装
liangherng.en,https://liangherng.en.alibaba.com/contactinfo.html,LIANG HERNG ELEC MACH CO.， LTD.,"",No. 118-1， Houzhuang Ln.， Renwu Dist.， Taiwan， China,Taiwan， China,"",Kaohsiung City,"","814",Mr. Ming He,"100000","13",Manufacturer,"18","","","",,,,电脑办公
joyprints.en,https://joyprints.en.alibaba.com/contactinfo.html,JOY PRINTS INDUSTRIAL LIMITED,"",Flat C， 14/f.， Wong King Industrial Building， #2 Tai Yau Street， San Po Kong， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong ,"","000000",Ms. Chi Lan Wendy Lok,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"2","","","",,,,家居家装
yiyingltd.en,https://yiyingltd.en.alibaba.com/contactinfo.html,HK Yiying Import and Export Trade Co.， Limited,"",ROOM 09， 27/F， HO KING COMMERCIAL CENTRE， 2-16 FA YUEN STREET MONGKOK， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Kowloon,"","",Ms. Anna Liu,"270000","129",Manufacturer， Trading Company， Business Service (Transportation， finance， travel， Ads， etc),"1","","","",,,,健康护理
pptrading.trustpass,https://pptrading.trustpass.alibaba.com/contactinfo.html,P.P TRADING AND MANUFACTURING JOINT STOCK COMPANY,"","101A Nguyen Khuyen Street， Dong Da Dist.， Hanoi， Vietnam， Hanoi， Vietnam",Vietnam,"",Hanoi,"","10000",Ms. P.P JSC,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"8","","","",,,,电脑办公
sunnranpack.en,https://sunnranpack.en.alibaba.com/contactinfo.html,Sunnran Packaging Machinery Co.， Ltd.,佛山市尚冉包装机械有限公司,"802， Blcok 1， Yunle Building， No. 30， Industry Road， Design City Community， Beijiao Town， Foshan， Gu",China,"",Foshan-shunde,"","528311",Mr. Jack Zhan,"","",Manufacturer,"3",广东省,佛山市,顺德区,,,,工艺美术
interthings-sz.en,https://interthings-sz.en.alibaba.com/contactinfo.html,Shenzhen Interthings Technology Co.， Ltd.,深圳市互通创新科技有限公司,L310， Jinhetian Business Center， No. 329， Longhuan 3rd Road， Helian Community， Longhua Street， Longh,China,"",Shenzhen,"","",Ms. Nicole Chen,"10000","2",Manufacturer， Trading Company， Distributor\/Wholesaler,"3",广东省,深圳市,龙华区,,,,电子产品
cnbesco.en,https://cnbesco.en.alibaba.com/contactinfo.html,Zhejiang Besco Cookware Co.， Ltd.,浙江伯是购厨具有限公司,No. 2， Jiner Road， Jinyanshan Industrial Zone， Quanxi Town， Jinhua， Zhejiang， China,China,"",Jinhua,"","321200",Ms. Donna Wang,"2000000","26",Manufacturer， Trading Company,"3",浙江省,金华市,武义县,,,,家居家装
cgtelecom.en,https://cgtelecom.en.alibaba.com/contactinfo.html,C&G Telecom Co.， Limited,"",Unit No A222 3f Hang Fung Industrial Building Phase 2 2g Hok Yuen St， Hung Hom， Kl. Hk， Hong Kong S.,Hong Kong S.A.R.,"",Kowloon， Hung Hom,"","",Mr. Mark MA,"20000","34",Trading Company， Distributor\/Wholesaler,"2","","","",,,,电子产品
hkjsk.en,https://hkjsk.en.alibaba.com/contactinfo.html,JSK TRADING COMPANY,"",Flat A， 16/f， 16 Broadway， Mei Foo Sun Chuen， Lai Chi Kok， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. charles chan,"30000","41",Manufacturer， Trading Company， Distributor\/Wholesaler,"7","","","",,,,健康护理
hkcyt.en,https://hkcyt.en.alibaba.com/contactinfo.html,CAIYUNTIAN PRINTING (HONG KONG) LIMITED,"","10/f.， The Rays 71 Hung To Road， Kwun Tong Kowloon， Hong Kong， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Hong Kong,"","",Ms. Eva Wong,"500000","368",Trading Company,"11","","","",,,,工业耗材
ldnio.en,https://ldnio.en.alibaba.com/contactinfo.html,Guangdong Ldnio Electronic Technology Co.， Ltd.,"",Plant Building A， B And C， No. 6， East Shengli Road， Zone B， Pingzhou Industrial Park， Guicheng Stre,China,"",Foshan,"","",Ms. Vicky Huang,"510000","173",Manufacturer， Trading Company,"2","","","",,,,电子产品
jelionhome.en,https://jelionhome.en.alibaba.com/contactinfo.html,Quanzhou Jieliya Trading Co.， Ltd.,泉州市捷丽芽贸易有限公司,"468 Tong Yuan Street， Quanzhou， Fujian， China",China,"",Quanzhou,"","362000",Ms. Jeliongarden Lily,"390000","28",Manufacturer， Trading Company,"3",福建省,泉州市,丰泽区,,,,园艺用品
topjie.en,https://topjie.en.alibaba.com/contactinfo.html,TOP JINGLE DEVELOPMENT CO.， LTD.,"","10/f， No. 319， Sec. 3， Ho Ping E. Rd.， Xinyi Dist.， Taiwan， China",Taiwan， China,"",Taipei,"","110",Ms. Marisa Shen,"40000","2",Manufacturer， Trading Company， Other,"12","","","",,,,电脑办公
xjh-plastic.en,https://xjh-plastic.en.alibaba.com/contactinfo.html,Xingjiahe (Shenzhen) Plastic Products Co.， Ltd.,兴佳和（深圳）塑胶制品有限公司,No. 21， Yangye 2nd Road， Tuyang Community， Dapeng New Dist.， Shenzhen， Guangdong， China,China,"",shenzhen,"","518100",Ms. Julie Hu,"60000","33",Manufacturer， Trading Company,"5",广东省,深圳市,龙岗区,9,汽车配件,9,家居家装
xiangxiang.fm,https://xiangxiang.fm.alibaba.com/contactinfo.html,Huizhou Tian Yi Rare Material Co.，Ltd,"","12K of Shiji， Shijixingtian Bldg， YanDa Road， Huizhou， Guangdong， China",China,"",Huizhou,"","",Ms. Amy Chiu,"","","","","","","",,,,工业耗材
szunicare.en,https://szunicare.en.alibaba.com/contactinfo.html,Unicare Medical Supplies Co.， Ltd. Shenzhen,深圳市优康医疗用品有限公司,Floor 3， Shenzhou Computer Building， Julifuren Avenue， Wanke Community， Bantian Street， Shenzhen， Gu,China,"",Shenzhen ,"","518110",Ms. Amanda Lu,"10000","13",Manufacturer， Trading Company,"10",广东省,深圳市,龙岗区,7,健康家居,7,工业耗材
perfairyjewelry.en,https://perfairyjewelry.en.alibaba.com/contactinfo.html,Guangzhou Perfairy Jewelry Co.， Ltd.,广州市新臻珠宝有限公司,"1206， Middle Tower， Longjin Building， 777 Longjin East Road， Guangzhou， Guangdong， China",China,"",Guangzhou,"","510140",Mr. Huang Yan,"200","2",Manufacturer， Trading Company， Distributor\/Wholesaler,"7",广东省,广州市,荔湾区,4,服饰鞋包,4,工艺美术
jiouhuang.en,https://jiouhuang.en.alibaba.com/contactinfo.html,JHIT CO.， LTD.,"","1 F.， No. 1， Ln. 155， Quanshui St.， Donghu Vil.， Dali Dist.， Taichung City 412028， Taiwan (r.o.c.)， ",Taiwan， China,"",Taichung City,"","",Mr. huang jiou,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"1","","","",,,,家居家装
wxlymy.en,https://wxlymy.en.alibaba.com/contactinfo.html,Wuxi Lanyang Trading Co.， Ltd.,无锡岚洋贸易有限公司,No. 809， Qianhu Road， Wuxi， Jiangsu， China,China,"",wuxi,"","214000",Mr. John Senna,"3000","2",Trading Company,"5",江苏省,无锡市,惠山区,16,运动户外,16,玩具娱乐
cngzjinhong.en,https://cngzjinhong.en.alibaba.com/contactinfo.html,Guangzhou Jinhong Electronc Co.， Ltd.,广州劲弘电子有限公司,No. 92， North Xinxiu Road， Xintang Town， Guangzhou， Guangdong， China,China,"",Guangzhou,"","511340",Ms. Rebecca Lee,"1000","1",Manufacturer， Trading Company,"3",广东省,广州市,增城区,,,,汽车配件
seebox.en,https://seebox.en.alibaba.com/contactinfo.html,SEE BOX CORPORATION,"",No. 51， Dinghu Rd.， Guishan Dist.， Taiwan， China,Taiwan， China,"",Taoyuan,"","33378",Mr. Todd Lin,"200","1",Manufacturer， Trading Company,"10","","","",,,,宠物用品
all-blinds.en,https://all-blinds.en.alibaba.com/contactinfo.html,ALL BLINDS CO.， LTD.,"","9/f， No. 91， Sec. 3， Nanjing E. Rd.， Taiwan， China",Taiwan， China,"",Taipei City,"","104",Mr. Sam Yang,"10000","2",Manufacturer， Trading Company,"8","","","",,,,家居家装
fishgroup.trustpass,https://fishgroup.trustpass.alibaba.com/contactinfo.html,FISH INTERNATIONAL SOURCING HOUSE PTE LTD,"","18 Boon Lay Way，10-155 TradeHub 21， Singapore",Singapore,"",Singapore,"","609966",Mr. Jansen Chua,"","",Manufacturer， Distributor\/Wholesaler,"15","","","",,,,杂货和美食
yufeihair.en,https://yufeihair.en.alibaba.com/contactinfo.html,Xuchang Feihan Trading Co.， Ltd.,"",Room 624， Building 2， Tianyue Plaza， Xudu Road， Xuchang， Henan， China,China,"",xuchang,"","",Ms. Andy M,"10000","33",Trading Company,"4","","","",,,,美容护理
kxcto.en,https://kxcto.en.alibaba.com/contactinfo.html,SAMSON PURIFICATION TECHNOLOGIES CO.， LTD.,"",No. 305-1， Guangxing， Taiwan， China,Taiwan， China,"",Pingtung City,"","900",Ms. Jane Wu,"10000","16",Manufacturer， Trading Company， Agent,"7","","","",,,,工业耗材
